,news_url,title,no_of_retweets,label
197,facebook.com/lauraleishmanp…,RIP #CharlieHebdo staff who paid w/ their lives for defending freedom of the press we all benefit from. True heroes. http://t.co/GaCJIjywSo,171,0
198,thedailybeast.com/contributors/w…,Here’s a gallery of some of the more famous covers by #CharlieHebdo that got people riled up http://t.co/d6w7HYe1fg,130,0
199,maajidnawaz.com,Yes this is about victims. It's also about how our communities reform &amp; abolish blasphemy codes. We mustn't run from scrutiny #CharlieHebdo,120,0
200,musicofthespinningwheel.com,Terrorist killings at #CharlieHebdo are a barbaric crime in the name of Islam. But lampooning core beliefs of Islam is not press freedom.,135,0
201,belfercenter.org/global,The Roots of Evil #CharlieHebdo http://t.co/xbteQ8kGK5,796,0
202,whoishussain.org,You shouted 'Allahu Akber' whilst murdering others? You are a disgrace to my religion. May the dead rest in peace #notinmyname #charliehebdo,320,0
203,independent.co.uk,#CharlieHebdo attack latest: Footage shows Paris gunmen on rampage as policeman is shot  http://t.co/VkLHN9pxyf http://t.co/LxHM3TuhQy,114,0
204,billhobbs.com,"Islam, ""the religion of peace, ""is a violent murderous death cult and should be treated as such. #CharlieHebdo http://t.co/GrhBu1ln2q",303,0
205,TarekFatah.com,"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged. http://t.co/UBRm7FJPfl",211,0
206,facebook.com/HenryLeggPhoto…,It is a horrifying thought that people in our world would prefer to kill rather than allow critcism #CharlieHebdo http://t.co/DpLEYjEj7y,217,0
207,cnn.com/international,"Gunmen in #CharlieHebdo attack  ""will (be) chased as long as necessary,"" French President says http://t.co/mnAeA7j7fY http://t.co/JxFvJhiazn",154,0
208,european-left.org,"Liberty, equality and fraternity. Freedom of the press, the satire and humor. #JeSuisCharlie http://t.co/uE84TgQeFz",486,0
209,hrw.org,"Cartoonists are often our dearest allies in fight 4 freedom of expression, and freedom in general. We mourn our #CharlieHebdo colleagues.",289,0
210,huffingtonpost.com/abraham-gutman/,"To all my Muslim friends: you don't need to apologize for the #CharlieHebdo attack in Paris. A criminal committed a crime, not Islam.",6473,0
211,bbc.com/trending,"Now, thousands are expressing their feelings on today's events in France with pictures like this #JeSuisCharlie http://t.co/8TFGk67YAS",3081,0
212,spiegel.de,"""Love is stronger than hate"": #CharlieHebdo cover after Molotov cocktail attack on its offices in 2011 http://t.co/0XTOpHNGjw",192,0
213,whirledpeas.eu,It says much that men with guns feel quite so threatened by people with pens. #CharlieHebdo,229,0
214,rebeltuber.com,Terrorists shoot officer in Paris during terrorist attack at Charlie Hebdo http://t.co/BKqXsmrvqM Graphic content +18,144,0
215,foxnews.com,"New video reportedly shows masked gunmen opening fire at the offices of satirical French magazine #CharlieHebdo.
https://t.co/oAHM8Q9brn",321,0
216,nuj.org.uk,#NUJ on Charlie Hebdo killings: assassination of journalists and an attempt to assassinate the free press. - https://t.co/nKSv4QlSEY,181,0
217,nautisme.lefigaro.fr/blogs/adele-sm…,Tonight 7PM: mobilization for #CharlieHebdo freedom of press and democracy on Place de la République in #Paris http://t.co/AKjMGyBzRr,526,0
218,KevinFoxTheWriter.com,In solidarity with freedom of speech and religion and #CharlieHebdo we should all tweet #NoNegotiationswithTerrorists http://t.co/HfGQmDNWfe,197,0
219,cheapdrunkgames.com,Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq http://t.co/9NjY5B8QWo,258,0
220,france24.com,Paris shoot-out: the shocking images of the terrorist attack against satyrical weekly http://t.co/vNwnPjT5wm http://t.co/aMS9RcLiIu,100,0
221,youtube.com/watch?v=SGrxx2…,"“If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo http://t.co/GM9Qn6dUWc",127,0
222,maajidnawaz.com,"Absurdly, I'm told this is not time to talk about reforming Muslim attitudes to ""blasphemy"". Seriously. What planet are we on? #CharlieHebdo",428,0
223,on.fb.me/w2wJx7,Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,494,0
224,hrw.org/bios/lotte-lei…,"Cartoonists are on the frontline defending freedom of expression. My thoughts are w the #CharlieHebdo vitims, their loved ones &amp; colleagues",162,0
225,slate.com,Best response to #CharlieHebdo attack -- other than catching and punishing killers -- is to escalate blasphemous satire.,222,0
226,hrw.org,"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia. http://t.co/Nmi5g98WO0",615,0
227,Mediaite.com,Charlie Hebdo's Last Tweet Spoofed ISIS Leader Al-Baghdadi http://t.co/Nws6tV4t2t http://t.co/93mIsObDCf,191,0
228,kimwillsher.com,"#CharlieHebdo French Islamic leaders at scene to condemn the attack. ""They have hit us all. We are all victims. These people are a minority""",508,0
229,wikileaks.org,Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,1786,0
230,cnn.com,"The gunmen responsible will be ""chased as long as necessary,"" @fhollande says. http://t.co/4fOLNaIHJe #CharlieHebdo
https://t.co/rL4iz7VayD",574,0
231,TarekFatah.com,Here comes another Pakistani's take #CharlieHebdo. How does one country produce so many brilliant minds? http://t.co/hcB5kLz3Zd,141,0
232,petertatchell.net,The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,160,0
233,aljazeera.net,"#CharlieHebdo imam of drancy, Paris, condemns attack, says it has nothing to do with Islam, calls on Muslim ""silent majority"" to condemn it",102,0
234,simpleplan.com,"The shooting @ ""Charlie Hebdo"", in France, is a horrible tragedy. Ignorance, hatred and cowardice has no religion, no political allegiance.",323,0
235,frankpr.it,"Cartoon from The New Yorker, September 2012 #CharlieHebdo http://t.co/CeU2nZutSr",766,0
236,cnn.com/international,Journalists and policemen are among the victims in the #CharlieHebdo attack. http://t.co/yxuh5NfwsX http://t.co/M1foykMiNZ,273,0
237,gianlucacostantini.com,"We are all Charlie Hebdo. Kill us all! 
#CharlieHebdo @Charlie_Hebdo_ http://t.co/7jFelOTDxw",262,0
238,movingpictureTV.com,Terrorists have opened fire in the Charlie Hebdo newsroom in Paris killing twelve people and wounding many others: http://t.co/qX1u3uVsGF,140,0
239,works.bepress.com/cas_mudde/,"Remember that #CharlieHebdo, like Theo Van Gogh, criticized ALL religions and people, not just #Islam and #Muslims! http://t.co/bH9I4ZkECh",594,0
240,humanistfederation.eu,"Satirizing and mocking religion is sacred. Stand with @Charlie_Hebdo_ #freeexpression #jesuischarlie #iamcharlie 
http://t.co/75KuXyRhGD",168,0
241,theguardian.com,"Michelle Stanistreet, general secretary of the National Union of Journalists (UK) on the #CharlieHebdo attack: http://t.co/L0uUdPmswx",833,0
242,smart2014.fr,"The Last Picture of #CharlieHebdo' Victim. ""No Terrorists Attack in #France Yet - Wait The End of 2015's Greetings"" http://t.co/vP2jMnnzvo",162,0
243,skynews.com,"Update - The editor-in-chief of #CharlieHebdo Gerard Biard says a ""newspaper is not a weapon of war"" #Paris",122,0
244,apicazo.com/info,"If you're a media outlet reporting on #CharlieHebdo and blurring out the cartoons you're reporting on, you're doing journalism wrong.",137,0
245,TarekFatah.com,"White House speaking notes:
1. #CharlieHebdo not about Islam
2. Killers mentally unstable
3. Terror has no religion
4. Muslims fear backlash",390,0
246,imageforum.afp.com,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/kz74JBSaoG,395,0
247,pinknews.co.uk,"""Love is stronger than hate"" http://t.co/MBLPj31t8i  #CharlieHebdo http://t.co/3BeTrwpgCN",164,0
248,huffingtonpost.com/ali-a-rizvi,"That oil-hungry #CharlieHebdo with its murderous foreign policy. 

#religionofpeace",179,0
249,rupasubramanya.blogspot.in,Mumbai lawyer Vijay Gaekwad in jail for blaspheming the prophet.No mention in msm as far as I'm aware. #CharlieHebdo https://t.co/1O5qtJPEJJ,164,0
250,dailymail.co.uk,Al Qaeda added #CharlieHebdo editor to Most Wanted List for publishing Prophet Muhammad cartoons http://t.co/VrMJ6AXDrt,114,0
251,hrw.org,"Oct 1 cover #CharlieHebdo criticizing ISIS: 'I am the prophet, idiot' beheader: 'STFU, infidel!' #freedomofexpression http://t.co/HAV5tktU7y",470,0
252,nytimes.com/world,"Public schools are closed, France raises terror alert to highest level after attack at #CharlieHebdo http://t.co/L98elfVNsf",162,0
253,maryam-rajavi.com,#MaryamRajavi strongly condemns criminal attack in Paris and offers her condolences to French Government and people  #CharlieHebdo #Paris,642,0
254,deeragon.com,"I would rather die standing up, than live life on my knees. #JeSuisCharlie #IamCharlie http://t.co/VekwGbshpq",104,0
255,thedailybeast.com,12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson http://t.co/sT93i3WTWi http://t.co/flEmCiRds2,525,0
256,instagram.com/afpphoto,French Justice Minister C.Taubira reacts outside of the headquarters of the satirical newspaper #CharlieHebdo #AFP http://t.co/CwvowQMR12,417,0
257,overlawyered.com,"If (like me) you teased #KirbyDelauter, step up your free-speech game and print a #CharlieHebdo image unblurred. http://t.co/t2dbSOZpyn",125,0
258,maryam-rajavi.com,"#MaryamrajaviI offer my condolences to families of the victims, French Government and people in this tragic attack #CharlieHebdo #Paris",607,0
259,maryam-rajavi.com,"In this difficult time, People of Iran and their resistance movement stand by people of France and bereaved families #CharlieHebdo #Paris",638,0
260,nytimes.com,Follow the latest updates on the deadly shooting at the Paris offices of the satirical newspaper Charlie Hebdo http://t.co/LYnQ6zsmoS,206,0
261,cnn.com,An eyewitness video shows a gunman shooting a police officer and driving away. http://t.co/LILudVXzlV #CharlieHebdo http://t.co/HBYEWZscqn,1487,0
262,timesofindia.com,4 cartoonists who died in the attack on #CharlieHebdo - AFP http://t.co/UmyMvBKAa8,307,0
263,instagram.com/afpphoto,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/ZJwJgHHSOK,445,0
264,tompride.wordpress.com,"Retweet if you think satire should not be censored:
""Love stronger than hate"":
#CharlieHebdo http://t.co/JVjYiQMQQk",651,0
265,hrw.org,'Love is Stronger than Hate #CharlieHebdo cover. We will not surrender #freedomofexpression 2 #terror &amp; #intolerance. http://t.co/DAlIQF3OMp,702,0
266,buzzfeed.com/news,At least 12 dead in terrorist attack at satirical magazine in Paris. Our live blog: http://t.co/FjgQjRzNaM http://t.co/XilbJcDuc0,171,0
267,bbc.com/trending,The people tweeting from the scene of the #CharlieHebdo attack http://t.co/5kVRfAHoXO http://t.co/bTRU4jFCeE,357,0
268,monaeltahawy.com,Love is stronger than hate #CharlieHebdo http://t.co/XegvHUoHsD,236,0
269,dailymail.co.uk,Horrific footage shows police officer begging for his life before gunman shoots him in the head http://t.co/ZzU755hwuJ #CharlieHebdo,156,0
270,instagram.com/washingtonpost,"What we currently know about the shooting at the offices of Charlie Hebdo, the deadliest in France in decades. http://t.co/RHaa1NUha3",135,0
271,independent.co.uk,#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/t70U7NEBae,841,0
272,storyful.com,This image and hashtag trending in France after #CharlieHebdo attack: #JeSuisCharlie http://t.co/tIsfbxHCkO,144,0
273,instagram.com/tobeyj,"Muslims get judged every day because of all these terrorist attacks. They are VICTIMS, not supporters. #CharlieHebdo http://t.co/LbXhLcnby7",136,0
274,sonvesayet.com,"As a Muslim, I strongly condemn this brutal terrorist attack. 
#ATerroristCannotBeARealMuslim
#ARealMuslimCannotBeATerrorist
#CharlieHebdo",369,0
275,cnn.com/international,Amateur video shows chaos of Paris shooting: http://t.co/LEUbEHynyX  #CharlieHebdo http://t.co/2T355HIHgh,424,0
276,amazon.com/Ihsan-Yilmaz/e…,"Muslim can't be terrorist, and terrorist can't be Muslim. I deplore and strongly condemn the inhuman attack against #CharlieHebdo",202,0
277,huffingtonpost.com/abraham-gutman/,If all white people aren't responsible for #NAACPBombing than neither should all Muslims be responsible for #CharlieHebdo. #JeSuisCharlie,261,0
278,linkedin.com/profile/view?i…,"Please enjoy this culturally, ethnically, religiously, and politically correct cartoon responsibly #CharlieHebdo http://t.co/L0ALhejpYu",172,0
279,suviespeaks.wordpress.com,Editor of Charlie Hebdo has been liberal &amp; righteous. Salute to all the cartoonists martyred at the terrorist attack. http://t.co/Yk3PgHkz4S,112,0
280,ajplus.net,Twitter users say 'I am Charlie' in solidarity with victims. 58k tweets &amp; counting #CharlieHebdo #JeSuisCharlie http://t.co/mgKSjJ9t1Z,189,0
281,padraigreidy.tumblr.com,Short piece from me on why no one is to blame for #CharlieHebdo murder but the murderers themselves http://t.co/XkrzPFPhRl,162,0
282,barnesandnoble.com/w/hands-off-my…,"Savagely murdering innocent people brings only shame, not honor. Monsters. #CharlieHebdo",144,0
283,freethoughtblogs.com/maryamnamazie,Rage against the murders of freethinkers and Long Live #CharlieHebdo and the continued fight for the right and need to criticise Islam.,134,0
284,globalgrind.com,Terrorist attack in Paris at satirical magazine is just heartbreaking. Prayers. So is the #NAACPBombing. I wish we would talk about both.,156,0
285,facebook.com/profile.php?id…,"RT this cartoon and pay your tribute
show them real face of MUHAMMAD
#CharlieHebdo
#ParisShooting http://t.co/a6SPI3F3ow",139,0
286,nymag.com,12 people have been confirmed dead in attack on French satire magazine #CharlieHebdo: http://t.co/VzRHTuAfCp,120,0
287,amnesty.org,"France: ‘Dark day for freedom of expression’ as gunmen attack satirical newspaper
http://t.co/AD5u7mQLAb #CharlieHebdo",278,0
288,arjohnston.com,"Slain #CharlieHebdo EIC, Charb, in a 2012 interview. ""I'd rather die standing than live on my knees."" http://t.co/YnZGqGzrni",103,0
289,independent.co.uk/biography/amol…,Here's the @NewYorker cartoonist's response to the #CharlieHebdo attack: https://t.co/frxZ74TGOL,5709,0
290,i100.independent.co.uk,"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in  Charlie Hebdo attack http://t.co/RO1XV1AZaG http://t.co/0gkVyvhZSS",2542,0
291,telegraph.co.uk,How the #CharlieHebdo terrorist attack unfolded: http://t.co/yxqCbTWoon http://t.co/t2ryyDt2R2,138,0
292,twitter.com/srw_photo,"So far today the UK media, while reporting on #CharlieHebdo, has pixelated images of a cartoon but happily posted a video of a brutal murder",638,0
